"","arrivals","departures"
"184",313.084650476463,314.493917288957
"185",316.178506634664,317.13357899501
"186",318.810494314414,319.9115979583
"187",320.392788532656,323.025508982828
"188",323.35679348046,325.478325738804
"189",324.580982292071,326.040996928699
"190",324.729354742449,325.415935746627
"191",325.834883144125,327.617385827238
"192",325.915672426578,326.273142952938
"193",326.085329940543,327.183538432466
"194",327.680188336875,328.322071746457
"195",328.96087088529,329.393157253973
"196",329.512551974505,331.959466858534
"197",330.833630100824,332.897183537716
"198",331.081858636346,333.2710352086
"199",333.207202771213,333.605995879741
"200",334.478809121065,336.625302416738
"201",336.559215415735,338.770706934622
"202",336.592185429297,337.777518021176
"203",337.304962382186,339.898943266366
"204",338.078237056732,339.787489115261
"205",338.279044931754,339.444877806818
"206",338.441302900203,340.547666013474
"207",343.734456602018,345.784871115116
"208",345.204799312167,345.29957749648
"209",351.292159520555,352.814109176863
"210",351.594766358379,351.870911470614
"211",359.6273711049,361.605207110988
"212",360.513112668414,362.836849124171
"213",361.8041505008,364.128379229922
"214",362.353806076571,363.64134429046
"215",363.258689793292,365.34615515219
"216",367.801266810391,367.82152447477
"217",368.511566979345,369.22118035052
"218",371.156718102749,373.242679987801
"219",374.034900478553,375.075484981528
"220",374.209010541905,375.508151674876
"221",378.275798593182,380.203417133773
"222",381.063507896382,382.803945082705
"223",381.169976301491,382.661436218536
"224",382.613466752227,385.549049241934
"225",383.310188217089,385.965588237857
"226",383.619328485802,385.032650954789
"227",384.02389248088,386.285316407215
"228",385.561108565424,385.736296194373
"229",386.130336333532,388.601384159178
"230",386.327963875607,387.318486260483
"231",387.784378813114,388.301554660778
"232",392.257743259426,393.108204385964
"233",393.464244682342,395.715657162946
"234",396.113246383611,398.59569834033
"235",396.578737723175,398.946553769521
"236",399.976926287636,401.170924760867
"237",400.908514268696,402.780004039407
"238",401.232570609078,402.704829058377
"239",401.537039145827,403.638059971388
"240",401.899937636219,404.63633645419
"241",401.968679578509,404.879081317456
"242",405.260389746632,405.751097654225
"243",408.517439510208,410.279920147033
"244",414.867434564978,415.149400633061
"245",422.555331101641,422.838724348694
"246",424.927316207439,425.299762369366
"247",425.17689043656,425.809827569174
"248",426.91954075126,426.968859631335
"249",430.500806090422,432.105461016297
"250",431.24355256604,433.137584136799
"251",437.576709486544,439.44922770001
"252",437.697726993822,437.99000923452
"253",438.384719708003,440.334502193145
"254",438.467544703279,440.391346236225
"255",441.298967504874,441.952762571163
"256",445.919645539485,446.458343575476
"257",446.600081509911,446.979812721955
"258",448.379391515628,451.039669590304
"259",450.220926892944,452.316475247266
"260",450.295738298446,451.260292605031
"261",453.054956780747,453.74299541954
"262",453.381295284256,454.264040331356
"263",454.583784812596,456.020872145193
"264",460.380595722701,461.184252835577
"265",460.662451195065,460.837717972929
"266",465.835817351472,468.682706202613
"267",466.382077366579,468.849044816801
"268",468.116842104122,470.947360762395
"269",468.805657801218,470.312867785105
"270",470.713905236218,472.588655139087
"271",471.972557958215,474.83314623381
"272",472.977834372316,475.01956836367
"273",473.185997873079,474.734409656608
"274",474.817205816042,477.318110625492
"275",478.566984673496,479.302634048508
"276",478.748529876117,479.295342837693
"277",482.793671514373,484.495995838428
"278",484.635512040462,487.332714065909
"279",487.734231845476,489.170549828326
"280",491.292392260395,493.447438212577
"281",492.677102023736,493.625329730334
"282",493.716363601852,494.256906635826
"283",494.188039928209,495.935178444022
"284",495.327857185621,497.07350278669
"285",498.665544698015,499.626589338295
"286",498.777500993572,501.535032346845
"287",499.329639389645,500.662618428469
"288",499.36034472473,502.247987648472
"289",500.673544975463,502.98792775115
"290",501.811526552774,503.203929845709
"291",502.459702095017,502.666238805978
"292",504.655216085259,506.293135423679
"293",506.114543465897,506.848715450149
"294",506.16643270338,506.920954641653
"295",507.504924708512,508.20558216772
"296",508.83548700856,511.44864758011
"297",509.901013236959,511.373101072619
"298",513.073964956217,514.627962900326
"299",513.93062101258,516.546923905844
"300",514.231551405508,516.110341950785
"301",517.670238374267,520.557118451921
"302",518.48741263384,519.849531210959
"303",518.86149359867,519.918964905431
"304",519.158753463998,520.849988034926
"305",519.709893777966,519.899075336521
"306",521.317640026566,522.207384454552
"307",522.318543612957,524.939018806675
"308",523.846231395844,526.66272009071
"309",535.431133371312,537.970759998774
"310",536.623294675257,537.889421934262
"311",537.104734305292,537.352691884618
"312",540.799879459664,541.747991736978
"313",542.703408745117,545.610655263299
"314",543.047391341999,544.342435566243
"315",543.279119571671,545.578328534961
"316",549.204305488151,552.188400540501
"317",550.711128879804,552.913907517912
"318",550.712286613416,550.958366787527
"319",552.438827529084,552.891200848622
"320",553.442444150336,555.922437242232
"321",553.547530851793,555.112543936819
"322",553.770504475571,555.541303304723
"323",553.843662749045,555.78457157244
"324",554.6709512542,556.186045189854
"325",557.15631349152,557.157190329395
"326",562.233508036472,562.358624041546
"327",563.277696122881,566.105159023544
"328",563.417592056561,564.128729331074
"329",563.5292796297,564.410616689594
"330",564.130182714667,566.292374054203
"331",565.531194000039,566.45544657181
"332",566.886245633941,568.000634998782
"333",568.220536743756,569.085018506041
"334",568.53257509321,569.530672321329
"335",569.573060388677,572.287038531387
"336",569.702180990484,569.93730698037
"337",570.015422034077,570.716125672683
"338",570.531872594263,571.573167028371
"339",576.496233701706,578.803241914138
"340",577.054528151639,578.820722629549
"341",578.620787905063,578.987413530936
"342",579.765075196512,582.551181621384
"343",588.367017198354,589.895487991394
"344",593.749825524632,593.772219738225
"345",595.63425199734,598.385952390963
"346",596.368808995932,597.505073446082
"347",597.862926875241,597.928185535362
"348",598.271669493522,600.24593528593
"349",599.476690341253,599.846940498333
"350",600.310211915988,602.370102695888
"351",601.808650585357,602.942496615462
"352",603.175601148047,605.396819674177
"353",605.398090414703,605.930924754124
"354",607.020629926119,609.523946523434
"355",611.304429751821,611.658941749251
"356",615.836961629335,618.463125698268
"357",618.315052125603,620.192916136701
"358",618.342324432917,620.793019517558
"359",619.810947402846,619.873902863357
"360",621.423564583529,623.009755825857
"361",621.684016554616,623.727101378376
"362",624.959553837776,626.507710979087
"363",625.989311884157,628.618272741325
"364",626.9788194336,628.446889651241
"365",629.778663292062,630.11217736965
"366",629.812830796,629.846059709089
"367",629.936078012455,629.938459793804
"368",632.235257035587,634.366276809247
"369",632.489699490834,633.349913264858
"370",632.768326963764,633.359064813238
"371",634.037971286103,635.107205224223
"372",635.888066856656,638.569277229952
"373",636.525528887752,636.528553308221
"374",638.544442084618,640.030181167647
"375",640.08078352036,641.624905884499
"376",641.794936353341,643.639559338102
"377",643.473864901811,645.012460661586
"378",648.029968377203,649.827004681807
"379",648.240196940023,650.722330985824
"380",650.464335175697,652.975571547635
"381",654.86220756406,656.591929527931
"382",655.736883425619,657.339818877401
"383",655.943796357606,657.397601956269
"384",656.124292481225,657.67251287098
"385",658.143772472162,660.430539064575
"386",659.206128983293,660.059415770229
"387",659.206633332185,660.640901772073
"388",662.75441306876,665.459780121921
"389",666.260990435723,668.261661632918
"390",671.039579005446,673.685682171257
"391",672.932406019885,674.449198569171
"392",675.930420069024,676.241110786563
"393",676.731629594229,678.711902613519
"394",676.867731567007,677.774134312291
"395",683.252405759878,684.109411748825
"396",686.014442393091,687.017559753265
"397",686.033216744196,686.634987474885
"398",687.048487717286,689.689556693193
"399",688.369373096153,688.776919062948
"400",688.673359764274,690.076982804574
"401",692.758218201343,695.618443249958
"402",693.112192651257,693.781254159054
"403",693.960481261835,695.23686661385
"404",696.093301125336,696.992601029808
"405",696.644117765129,696.70634707273
"406",705.584520961158,707.121576979989
"407",705.748778007925,708.42536145472
"408",706.697056544479,709.386140026851
"409",709.561799677089,710.401361882687
"410",711.879427920096,713.861158693442
"411",715.232118927408,716.786452043569
"412",715.776681266259,717.545872069895
"413",716.786987015046,719.747466658708
"414",717.609161260072,718.440575947054
"415",718.029063872527,720.612441669451
"416",718.247599725612,718.455601206282
"417",718.787947431207,721.673123747343
"418",722.531990490854,723.258883813396
"419",722.990915095434,724.079818858299
"420",724.237443253398,725.809748650761
"421",725.659424878657,726.847755552968
"422",726.057284134906,727.749720734311
"423",727.125294016208,729.067943968344
"424",730.943598547485,730.975993635831
"425",733.29634866491,734.205486714374
"426",736.775427464861,738.997511301655
"427",739.488285813946,741.25802808255
"428",740.617193898652,740.920598690864
"429",744.347931347787,747.205471554073
"430",746.086376187857,747.363422352355
"431",747.17043552082,748.636703759898
"432",748.477361071855,749.192669557873
"433",756.681344737764,757.612344868015
"434",759.702776353341,761.214080708334
"435",760.872855168767,762.598301655147
"436",762.334433281794,763.313475593459
"437",763.191014195792,764.052720132982
"438",764.537642391399,764.606755203567
"439",765.782303022221,766.786351394607
"440",766.586519699078,768.049904453102
"441",771.99053149391,772.285128536168
"442",772.066792668309,774.996468596393
"443",772.300582629628,773.113123936811
"444",774.30782898562,775.250421612756
"445",779.440068331081,781.440518602962
"446",782.353148819413,782.639792024391
"447",782.517069494817,783.964106091997
"448",786.73478462873,787.999011956854
"449",786.797978733201,789.457488966873
"450",787.225773999933,789.986111022066
"451",787.876511459704,788.903197055915
"452",790.015048803762,792.188799679046
"453",793.510001584422,795.475572625408
"454",799.644666305277,799.661350769224
"455",800.533666258212,802.605914123124
"456",800.938700465485,800.945443225326
"457",805.425866961479,805.782726022415
"458",807.4143160698,809.518109511584
"459",808.424817688297,811.174953028327
"460",808.929088316392,810.987464600243
"461",813.203733470757,815.679551978828
"462",815.293741336092,815.453829910839
"463",817.345037561841,819.471724893898
"464",819.06252808962,821.166402411181
"465",823.345682440326,825.731512379134
"466",824.144501355942,824.913408928318
"467",836.592859875876,836.738198310602
"468",839.386105776764,841.966181241442
"469",840.194559150841,843.036045713816
"470",841.823676012922,842.305436257739
"471",844.38799455855,845.640579601284
"472",844.717686784454,845.825214762473
"473",844.933359526098,847.135715801502
"474",846.575605278835,847.492966265883
"475",848.207339010201,850.066083768848
"476",848.997602311894,850.673556720139
"477",849.293734625448,849.325137112755
"478",851.116953582969,852.738898188807
"479",851.864449014422,854.672264647437
"480",853.520958703011,856.359995505307
"481",854.505415686406,857.210130661726
"482",855.930470655207,857.037411795929
"483",863.154843291733,865.668016329641
"484",864.527598133776,865.739007419441
"485",866.140389952809,868.369321432896
"486",868.468349542469,870.170093178051
"487",868.767237978056,870.427535741357
"488",868.966788415331,871.799225298688
"489",872.40885595791,872.426237145904
"490",874.833207174204,877.180334316334
"491",877.498049343936,879.834524854319
"492",878.289202489424,880.191768229008
"493",878.948256814387,880.604994255351
"494",878.980582601856,881.034534648992
"495",879.401401076932,881.720337318024
"496",881.370690755546,881.38565756008
"497",884.4956083945,884.615473883227
"498",886.207093361299,888.264192650327
"499",888.780177752953,889.44638628792
"500",890.00968210632,891.777884995099
"501",892.070540145971,894.580387759488
"502",892.248578219209,893.511600852013
"503",892.846675017849,894.633513129316
"504",893.045747749507,894.032642685575
"505",894.303139430936,NA
"506",896.057605576236,NA
"507",897.514526646584,NA
"508",897.924315288663,NA
"509",898.167583531234,NA
"510",899.325597885065,NA
"511",899.890714405105,NA
